gdhA: HAIN001_00203	HAIN002_00273	HAIN003_00473	HAIN004_00707	HAIN005_01972	HAIN006_01111	HAIN007_00257	HAIN008_00454	HAIN009_00399	HAIN010_00871
hsrA: HAIN001_00918	HAIN002_00984	HAIN003_01555	HAIN004_01568	HAIN005_01415	HAIN006_00285	HAIN007_01042	HAIN008_01502	HAIN009_01549	HAIN010_01640
glpR: HAIN001_00660	HAIN002_00845	HAIN003_00423	HAIN004_01420	HAIN005_01551	HAIN006_00423	HAIN007_00786	HAIN008_00412	HAIN009_01689	HAIN010_01589
group_1480: HAIN001_00266	HAIN002_00332	HAIN003_00372	HAIN004_00767	HAIN005_00183	HAIN006_01052	HAIN007_00311	HAIN008_00363	HAIN009_00341	HAIN010_00030
modE: HAIN001_01768	HAIN002_01858	HAIN003_00740	HAIN004_00430	HAIN005_00523	HAIN006_01250	HAIN007_01927	HAIN008_00703	HAIN009_00764	HAIN010_00980
tmk: HAIN001_00486	HAIN002_00557	HAIN003_00136	HAIN004_01106	HAIN005_01833	HAIN006_00758	HAIN007_00616	HAIN008_00126	HAIN009_00115	HAIN010_00436
rdgC: HAIN001_00335	HAIN002_00400	HAIN003_00298	HAIN004_00873	HAIN005_00255	HAIN006_00979	HAIN007_00451	HAIN008_00276	HAIN009_00272	HAIN010_01777
aroK: HAIN001_00221	HAIN002_00291	HAIN003_00452	HAIN004_00727	HAIN005_01992	HAIN006_01093	HAIN007_00275	HAIN008_00436	HAIN009_00381	HAIN010_01652
metQ: HAIN001_00661	HAIN002_00846	HAIN003_00424	HAIN004_01421	HAIN005_01550	HAIN006_00422	HAIN007_00787	HAIN008_00413	HAIN009_01688	HAIN010_01588
xseA: HAIN001_00426	HAIN002_00498	HAIN003_00195	HAIN004_01035	HAIN005_01893	HAIN006_00817	HAIN007_00537	HAIN008_00184	HAIN009_00174	HAIN010_01741
group_899: HAIN001_01629	HAIN002_01485	HAIN003_01084	HAIN004_00038	HAIN005_00864	HAIN006_01659	HAIN007_01763	HAIN008_01046	HAIN009_01092	HAIN010_01035
pepT: HAIN001_01411	HAIN002_01695	HAIN003_00877	HAIN004_00076	HAIN005_00674	HAIN006_01620	HAIN007_01564	HAIN008_00835	HAIN009_01058	HAIN010_01210
rpmI: HAIN001_01383	HAIN002_01542	HAIN003_01019	HAIN004_00252	HAIN005_00796	HAIN006_01495	HAIN007_01531	HAIN008_00968	HAIN009_00911	HAIN010_01086
ybeY: HAIN001_00004	HAIN002_00004	HAIN003_00680	HAIN004_00487	HAIN005_00004	HAIN006_00004	HAIN007_00004	HAIN008_00649	HAIN009_00704	HAIN010_01419
hbpA: HAIN001_00919	HAIN002_00985	HAIN003_01554	HAIN004_01570	HAIN005_01414	HAIN006_00284	HAIN007_01043	HAIN008_01501	HAIN009_01548	HAIN010_01639
katA: HAIN001_00994	HAIN002_01056	HAIN003_01467	HAIN004_01652	HAIN005_01339	HAIN006_00201	HAIN007_01122	HAIN008_01404	HAIN009_01461	HAIN010_00564
atpC: HAIN001_00508	HAIN002_00578	HAIN003_00114	HAIN004_01130	HAIN005_01811	HAIN006_00734	HAIN007_00638	HAIN008_00104	HAIN009_00094	HAIN010_00139
group_1019: HAIN001_00111	HAIN002_00179	HAIN003_00574	HAIN004_00605	HAIN005_00144	HAIN006_00106	HAIN007_00168	HAIN008_00546	HAIN009_00496	HAIN010_00889
fdx: HAIN001_00398	HAIN002_00471	HAIN003_00224	HAIN004_00938	HAIN005_00320	HAIN006_00914	HAIN007_00510	HAIN008_00211	HAIN009_00202	HAIN010_01714
group_1062: HAIN001_00415	HAIN002_00488	HAIN003_00206	HAIN004_01023	HAIN005_01903	HAIN006_00827	HAIN007_00527	HAIN008_00194	HAIN009_00185	HAIN010_01731
yjjW: HAIN001_00548	HAIN002_00615	HAIN003_00077	HAIN004_01171	HAIN005_01773	HAIN006_00696	HAIN007_00675	HAIN008_00066	HAIN009_00057	HAIN010_00341
truB: HAIN001_01353	HAIN002_01710	HAIN003_00862	HAIN004_00292	HAIN005_00659	HAIN006_01465	HAIN007_01492	HAIN008_00819	HAIN009_00873	HAIN010_01225
gloC: HAIN001_01738	HAIN002_01824	HAIN003_00774	HAIN004_00396	HAIN005_00561	HAIN006_01286	HAIN007_01897	HAIN008_00737	HAIN009_00794	HAIN010_01320
group_1267: HAIN001_01504	HAIN002_01586	HAIN003_00973	HAIN004_00205	HAIN005_00750	HAIN006_01541	HAIN007_01691	HAIN008_00925	HAIN009_00956	HAIN010_01177
focA: HAIN001_00194	HAIN002_00263	HAIN003_00501	HAIN004_00698	HAIN005_01963	HAIN006_01121	HAIN007_00248	HAIN008_00463	HAIN009_00408	HAIN010_00790
epmA: HAIN001_00903	HAIN002_00969	HAIN003_01573	HAIN004_01552	HAIN005_01430	HAIN006_00300	HAIN007_01027	HAIN008_01517	HAIN009_01565	HAIN010_00521
fruA: HAIN001_00476	HAIN002_00546	HAIN003_00146	HAIN004_01094	HAIN005_01842	HAIN006_00767	HAIN007_00606	HAIN008_00136	HAIN009_00126	HAIN010_00446
priB: HAIN001_00574	HAIN002_00641	HAIN003_00049	HAIN004_01198	HAIN005_01744	HAIN006_00670	HAIN007_00701	HAIN008_00040	HAIN009_00037	HAIN010_00190
ihfA: HAIN001_01377	HAIN002_01527	HAIN003_01037	HAIN004_00268	HAIN005_00802	HAIN006_01488	HAIN007_01515	HAIN008_00985	HAIN009_00896	HAIN010_01080
rarD_1: HAIN001_00247	HAIN002_00314	HAIN003_00391	HAIN004_00749	HAIN005_00165	HAIN006_01070	HAIN007_00300	HAIN008_00381	HAIN009_00359	HAIN010_01621
group_1097: HAIN001_00589	HAIN002_00656	HAIN003_00033	HAIN004_01215	HAIN005_01728	HAIN006_00654	HAIN007_00716	HAIN008_00023	HAIN009_00023	HAIN010_00205
rpsK: HAIN001_00866	HAIN002_00932	HAIN003_01609	HAIN004_01514	HAIN005_01467	HAIN006_00338	HAIN007_00991	HAIN008_01553	HAIN009_01601	HAIN010_00485
rsxE: HAIN001_01762	HAIN002_01852	HAIN003_00746	HAIN004_00424	HAIN005_00537	HAIN006_01262	HAIN007_01921	HAIN008_00709	HAIN009_00770	HAIN010_01349
lpxK: HAIN001_00061	HAIN002_00063	HAIN003_00623	HAIN004_00553	HAIN005_00055	HAIN006_00057	HAIN007_00052	HAIN008_00592	HAIN009_00647	HAIN010_01549
apbE: HAIN001_00185	HAIN002_00254	HAIN003_00489	HAIN004_00688	HAIN005_01953	HAIN006_01130	HAIN007_00239	HAIN008_00472	HAIN009_00417	HAIN010_00801
ydhX: HAIN001_01134	HAIN002_01169	HAIN003_01351	HAIN004_01794	HAIN005_01184	HAIN006_01977	HAIN007_01272	HAIN008_01288	HAIN009_01342	HAIN010_00731
obgE: HAIN001_00943	HAIN002_01002	HAIN003_01528	HAIN004_01598	HAIN005_01396	HAIN006_00259	HAIN007_01067	HAIN008_01464	HAIN009_01512	HAIN010_00077
gpsA: HAIN001_00644	HAIN002_00829	HAIN003_00406	HAIN004_01402	HAIN005_01567	HAIN006_00439	HAIN007_00770	HAIN008_00396	HAIN009_01706	HAIN010_01604
group_1439: HAIN001_00029	HAIN002_00029	HAIN003_00654	HAIN004_00517	HAIN005_00032	HAIN006_00034	HAIN007_00029	HAIN008_00624	HAIN009_00679	HAIN010_01516
mtr: HAIN001_00316	HAIN002_00380	HAIN003_00319	HAIN004_00850	HAIN005_00235	HAIN006_00998	HAIN007_00430	HAIN008_00297	HAIN009_00292	HAIN010_01796
moeB: HAIN001_01522	HAIN002_01570	HAIN003_00989	HAIN004_00221	HAIN005_00766	HAIN006_01525	HAIN007_01708	HAIN008_00941	HAIN009_00940	HAIN010_01193
tatB: HAIN001_00201	HAIN002_00271	HAIN003_00475	HAIN004_00705	HAIN005_01970	HAIN006_01113	HAIN007_00255	HAIN008_00456	HAIN009_00401	HAIN010_00869
tldD: HAIN001_01727	HAIN002_01814	HAIN003_00785	HAIN004_00378	HAIN005_00571	HAIN006_01296	HAIN007_01887	HAIN008_00748	HAIN009_00804	HAIN010_01309
menD: HAIN001_00313	HAIN002_00377	HAIN003_00322	HAIN004_00847	HAIN005_00232	HAIN006_01001	HAIN007_00427	HAIN008_00300	HAIN009_00295	HAIN010_01799
smpB: HAIN001_01050	HAIN002_01107	HAIN003_01414	HAIN004_01705	HAIN005_01247	HAIN006_00147	HAIN007_01176	HAIN008_01351	HAIN009_01409	HAIN010_00616
rfaF: HAIN001_01171	HAIN002_01208	HAIN003_01311	HAIN004_01834	HAIN005_01146	HAIN006_01939	HAIN007_01310	HAIN008_01250	HAIN009_01301	HAIN010_00769
group_391: HAIN001_01359	HAIN002_01704	HAIN003_00868	HAIN004_00286	HAIN005_00665	HAIN006_01471	HAIN007_01498	HAIN008_00825	HAIN009_00879	HAIN010_01219
ispB: HAIN001_00947	HAIN002_01006	HAIN003_01524	HAIN004_01603	HAIN005_01392	HAIN006_00255	HAIN007_01071	HAIN008_01460	HAIN009_01508	HAIN010_00081
decR: HAIN001_00248	HAIN002_00315	HAIN003_00390	HAIN004_00750	HAIN005_00166	HAIN006_01069	HAIN007_00301	HAIN008_00380	HAIN009_00358	HAIN010_01622
ispH: HAIN001_01076	HAIN002_01131	HAIN003_01389	HAIN004_01734	HAIN005_01223	HAIN006_00123	HAIN007_01200	HAIN008_01327	HAIN009_01385	HAIN010_00643
ptsH: HAIN001_01787	HAIN002_01879	HAIN003_00720	HAIN004_00449	HAIN005_00440	HAIN006_01222	HAIN007_01946	HAIN008_00684	HAIN009_00745	HAIN010_01378
group_3900: HAIN001_00799	HAIN002_00868	HAIN003_01684	HAIN004_01444	HAIN005_01527	HAIN006_00399	HAIN007_00925	HAIN008_01615	HAIN009_01666	HAIN010_00160
alaA: HAIN001_00315	HAIN002_00379	HAIN003_00320	HAIN004_00849	HAIN005_00234	HAIN006_00999	HAIN007_00429	HAIN008_00298	HAIN009_00293	HAIN010_01797
group_336: HAIN001_00463	HAIN002_00533	HAIN003_00159	HAIN004_01080	HAIN005_01855	HAIN006_00780	HAIN007_00572	HAIN008_00149	HAIN009_00139	HAIN010_00044
group_472: HAIN001_00258	HAIN002_00325	HAIN003_00380	HAIN004_00760	HAIN005_00176	HAIN006_01059	HAIN007_00318	HAIN008_00370	HAIN009_00348	HAIN010_00062
tdk: HAIN001_00557	HAIN002_00624	HAIN003_00066	HAIN004_01180	HAIN005_01764	HAIN006_00687	HAIN007_00684	HAIN008_00057	HAIN009_00048	HAIN010_00332
leuS: HAIN001_00986	HAIN002_01047	HAIN003_01483	HAIN004_01644	HAIN005_01353	HAIN006_00215	HAIN007_01110	HAIN008_01419	HAIN009_01469	HAIN010_00557
group_1689: HAIN001_01283	HAIN002_01313	HAIN003_01195	HAIN004_01958	HAIN005_01039	HAIN006_01832	HAIN007_01421	HAIN008_01144	HAIN009_01192	HAIN010_00917
tama: HAIN001_00753	HAIN002_00789	HAIN003_01733	HAIN004_01360	HAIN005_01665	HAIN006_00591	HAIN007_00878	HAIN008_01659	HAIN009_01794	HAIN010_00398
dapF: HAIN001_00813	HAIN002_00880	HAIN003_01669	HAIN004_01460	HAIN005_01515	HAIN006_00386	HAIN007_00938	HAIN008_01601	HAIN009_01654	HAIN010_00185
recQ: HAIN001_00790	HAIN002_00861	HAIN003_01692	HAIN004_01435	HAIN005_01534	HAIN006_00406	HAIN007_00918	HAIN008_01622	HAIN009_01673	HAIN010_00167
yecM: HAIN001_01655	HAIN002_01386	HAIN003_01115	HAIN004_00001	HAIN005_00970	HAIN006_01763	HAIN007_01817	HAIN008_01072	HAIN009_01121	HAIN010_01239
pntA: HAIN001_01425	HAIN002_01681	HAIN003_00892	HAIN004_00092	HAIN005_00692	HAIN006_01603	HAIN007_01578	HAIN008_00851	HAIN009_01044	HAIN010_01101
sucA: HAIN001_01737	HAIN002_01823	HAIN003_00775	HAIN004_00389	HAIN005_00562	HAIN006_01287	HAIN007_01896	HAIN008_00738	HAIN009_00795	HAIN010_01318
fbaA: HAIN001_00552	HAIN002_00619	HAIN003_00071	HAIN004_01175	HAIN005_01769	HAIN006_00692	HAIN007_00679	HAIN008_00062	HAIN009_00053	HAIN010_00337
greB: HAIN001_00597	HAIN002_00666	HAIN003_00024	HAIN004_01223	HAIN005_01720	HAIN006_00646	HAIN007_00724	HAIN008_00015	HAIN009_00015	HAIN010_00213
glpA: HAIN001_00741	HAIN002_00778	HAIN003_01753	HAIN004_01350	HAIN005_01672	HAIN006_00598	HAIN007_00865	HAIN008_01679	HAIN009_01804	HAIN010_00410
rpoA: HAIN001_00868	HAIN002_00934	HAIN003_01607	HAIN004_01516	HAIN005_01465	HAIN006_00336	HAIN007_00993	HAIN008_01551	HAIN009_01599	HAIN010_00487
cydB: HAIN001_01140	HAIN002_01176	HAIN003_01343	HAIN004_01801	HAIN005_01177	HAIN006_01970	HAIN007_01279	HAIN008_01281	HAIN009_01332	HAIN010_00738
rraB: HAIN001_00755	HAIN002_00791	HAIN003_01731	HAIN004_01362	HAIN005_01661	HAIN006_00589	HAIN007_00880	HAIN008_01657	HAIN009_01789	HAIN010_00396
lolB: HAIN001_01679	HAIN002_01357	HAIN003_01145	HAIN004_02010	HAIN005_00992	HAIN006_01785	HAIN007_01839	HAIN008_01100	HAIN009_01143	HAIN010_01261
lex1_2: HAIN001_00578	HAIN002_00647	HAIN003_00043	HAIN004_01205	HAIN005_01738	HAIN006_00664	HAIN007_00707	HAIN008_00034	HAIN009_00033	HAIN010_00196
rpsP: HAIN001_00218	HAIN002_00288	HAIN003_00456	HAIN004_00724	HAIN005_01989	HAIN006_01096	HAIN007_00272	HAIN008_00439	HAIN009_00384	HAIN010_01655
deoD: HAIN001_00546	HAIN002_00613	HAIN003_00079	HAIN004_01169	HAIN005_01775	HAIN006_00698	HAIN007_00673	HAIN008_00068	HAIN009_00059	HAIN010_00344
typA: HAIN001_00930	HAIN002_00996	HAIN003_01543	HAIN004_01581	HAIN005_01401	HAIN006_00271	HAIN007_01054	HAIN008_01478	HAIN009_01526	HAIN010_00071
mutY: HAIN001_00822	HAIN002_00888	HAIN003_01659	HAIN004_01469	HAIN005_01506	HAIN006_00377	HAIN007_00946	HAIN008_01592	HAIN009_01645	HAIN010_00427
nudF: HAIN001_00427	HAIN002_00499	HAIN003_00194	HAIN004_01036	HAIN005_01892	HAIN006_00816	HAIN007_00538	HAIN008_00183	HAIN009_00173	HAIN010_01742
fucI: HAIN001_00655	HAIN002_00840	HAIN003_00418	HAIN004_01414	HAIN005_01556	HAIN006_00428	HAIN007_00781	HAIN008_00407	HAIN009_01694	HAIN010_01594
tusE: HAIN001_01434	HAIN002_01671	HAIN003_00903	HAIN004_00104	HAIN005_00700	HAIN006_01595	HAIN007_01587	HAIN008_00860	HAIN009_01035	HAIN010_01110
group_332: HAIN001_00429	HAIN002_00501	HAIN003_00192	HAIN004_01038	HAIN005_01890	HAIN006_00814	HAIN007_00540	HAIN008_00181	HAIN009_00171	HAIN010_01744
spoT: HAIN001_01823	HAIN002_01911	HAIN003_00686	HAIN004_00481	HAIN005_02018	HAIN006_02054	HAIN007_01978	HAIN008_00655	HAIN009_00710	HAIN010_01413
bioF: HAIN001_01628	HAIN002_01486	HAIN003_01083	HAIN004_00039	HAIN005_00863	HAIN006_01658	HAIN007_01762	HAIN008_01045	HAIN009_01091	HAIN010_01036
group_604: HAIN001_01670	HAIN002_01371	HAIN003_01131	HAIN004_02019	HAIN005_00983	HAIN006_01776	HAIN007_01830	HAIN008_01087	HAIN009_01134	HAIN010_01252
dcd: HAIN001_00145	HAIN002_00215	HAIN003_00538	HAIN004_00647	HAIN005_01914	HAIN006_01171	HAIN007_00200	HAIN008_00511	HAIN009_00457	HAIN010_01694
group_1677: HAIN001_01235	HAIN002_01265	HAIN003_01246	HAIN004_01903	HAIN005_01089	HAIN006_01880	HAIN007_01370	HAIN008_01193	HAIN009_01240	HAIN010_01450
mutH: HAIN001_00432	HAIN002_00504	HAIN003_00189	HAIN004_01041	HAIN005_01887	HAIN006_00811	HAIN007_00543	HAIN008_00178	HAIN009_00168	HAIN010_01747
pcnB: HAIN001_00065	HAIN002_00067	HAIN003_00619	HAIN004_00558	HAIN005_00059	HAIN006_00061	HAIN007_00056	HAIN008_00588	HAIN009_00643	HAIN010_01553
ycgL: HAIN001_01519	HAIN002_01573	HAIN003_00986	HAIN004_00218	HAIN005_00763	HAIN006_01528	HAIN007_01705	HAIN008_00938	HAIN009_00943	HAIN010_01190
murD: HAIN001_01202	HAIN002_01234	HAIN003_01279	HAIN004_01865	HAIN005_01125	HAIN006_01918	HAIN007_01339	HAIN008_01224	HAIN009_01271	HAIN010_01483
cydA: HAIN001_01141	HAIN002_01177	HAIN003_01342	HAIN004_01802	HAIN005_01176	HAIN006_01969	HAIN007_01280	HAIN008_01280	HAIN009_01331	HAIN010_00739
gltC: HAIN001_00737	HAIN002_00774	HAIN003_01740	HAIN004_01345	HAIN005_01676	HAIN006_00602	HAIN007_00861	HAIN008_01665	HAIN009_01808	HAIN010_00414
mlaA: HAIN001_00773	HAIN002_00812	HAIN003_01709	HAIN004_01385	HAIN005_01647	HAIN006_00575	HAIN007_00901	HAIN008_01639	HAIN009_01770	HAIN010_00373
holA: HAIN001_00988	HAIN002_01049	HAIN003_01481	HAIN004_01646	HAIN005_01351	HAIN006_00213	HAIN007_01112	HAIN008_01417	HAIN009_01467	HAIN010_00559
nqrD: HAIN001_00182	HAIN002_00251	HAIN003_00486	HAIN004_00685	HAIN005_01950	HAIN006_01133	HAIN007_00236	HAIN008_00475	HAIN009_00420	HAIN010_00804
menC: HAIN001_01036	HAIN002_01097	HAIN003_01425	HAIN004_01694	HAIN005_01258	HAIN006_00160	HAIN007_01163	HAIN008_01362	HAIN009_01420	HAIN010_00603
pyrR: HAIN001_00489	HAIN002_00560	HAIN003_00133	HAIN004_01109	HAIN005_01830	HAIN006_00753	HAIN007_00619	HAIN008_00123	HAIN009_00112	HAIN010_00433
prfA: HAIN001_01636	HAIN002_01478	HAIN003_01091	HAIN004_00030	HAIN005_00871	HAIN006_01666	HAIN007_01770	HAIN008_01053	HAIN009_01099	HAIN010_01028
group_214: HAIN001_00197	HAIN002_00266	HAIN003_00479	HAIN004_00701	HAIN005_01966	HAIN006_01117	HAIN007_00251	HAIN008_00460	HAIN009_00405	HAIN010_00865
lpoA: HAIN001_01730	HAIN002_01816	HAIN003_00783	HAIN004_00380	HAIN005_00569	HAIN006_01294	HAIN007_01889	HAIN008_00746	HAIN009_00802	HAIN010_01311
mpl: HAIN001_00133	HAIN002_00205	HAIN003_00547	HAIN004_00634	HAIN005_00403	HAIN006_01180	HAIN007_00190	HAIN008_00520	HAIN009_00470	HAIN010_01680
rbsD: HAIN001_00529	HAIN002_00598	HAIN003_00094	HAIN004_01154	HAIN005_01790	HAIN006_00713	HAIN007_00658	HAIN008_00084	HAIN009_00074	HAIN010_00359
group_1241: HAIN001_01388	HAIN002_01547	HAIN003_01014	HAIN004_00246	HAIN005_00791	HAIN006_01500	HAIN007_01536	HAIN008_00963	HAIN009_00916	HAIN010_01174
rpsM: HAIN001_00865	HAIN002_00931	HAIN003_01610	HAIN004_01513	HAIN005_01468	HAIN006_00339	HAIN007_00990	HAIN008_01554	HAIN009_01602	HAIN010_00484
yqaB: HAIN001_00519	HAIN002_00589	HAIN003_00103	HAIN004_01142	HAIN005_01800	HAIN006_00722	HAIN007_00649	HAIN008_00093	HAIN009_00083	HAIN010_00150
coaD: HAIN001_00706	HAIN002_00741	HAIN003_01788	HAIN004_01314	HAIN005_01596	HAIN006_00526	HAIN007_00831	HAIN008_01712	HAIN009_01839	HAIN010_00291
group_1775: HAIN001_00209	HAIN002_00279	HAIN003_00466	HAIN004_00714	HAIN005_01978	HAIN006_01105	HAIN007_00263	HAIN008_00448	HAIN009_00393	HAIN010_00877
group_920: HAIN001_01755	HAIN002_01845	HAIN003_00753	HAIN004_00416	HAIN005_00545	HAIN006_01270	HAIN007_01914	HAIN008_00716	HAIN009_00777	HAIN010_01336
group_534: HAIN001_00964	HAIN002_01025	HAIN003_01504	HAIN004_01621	HAIN005_01375	HAIN006_00237	HAIN007_01088	HAIN008_01442	HAIN009_01491	HAIN010_00535
slp: HAIN001_00417	HAIN002_00490	HAIN003_00204	HAIN004_01026	HAIN005_01901	HAIN006_00825	HAIN007_00529	HAIN008_00192	HAIN009_00183	HAIN010_01733
bcp: HAIN001_00278	HAIN002_00343	HAIN003_00358	HAIN004_00793	HAIN005_00198	HAIN006_01036	HAIN007_00331	HAIN008_00335	HAIN009_00330	HAIN010_00019
glnB: HAIN001_00365	HAIN002_00438	HAIN003_00257	HAIN004_00902	HAIN005_00288	HAIN006_00946	HAIN007_00478	HAIN008_00243	HAIN009_00235	HAIN010_00107
group_3759: HAIN001_01188	HAIN002_01221	HAIN003_01292	HAIN004_01852	HAIN005_01138	HAIN006_01931	HAIN007_01326	HAIN008_01237	HAIN009_01284	HAIN010_00785
tatA: HAIN001_00200	HAIN002_00270	HAIN003_00476	HAIN004_00704	HAIN005_01969	HAIN006_01114	HAIN007_00254	HAIN008_00457	HAIN009_00402	HAIN010_00868
group_224: HAIN001_00438	HAIN002_00510	HAIN003_00183	HAIN004_01048	HAIN005_01881	HAIN006_00805	HAIN007_00549	HAIN008_00172	HAIN009_00162	HAIN010_01753
pyrF: HAIN001_01289	HAIN002_01804	HAIN003_00797	HAIN004_00367	HAIN005_00581	HAIN006_01306	HAIN007_01427	HAIN008_00758	HAIN009_00815	HAIN010_00925
lpxH: HAIN001_00797	HAIN002_00866	HAIN003_01686	HAIN004_01442	HAIN005_01529	HAIN006_00401	HAIN007_00923	HAIN008_01617	HAIN009_01668	HAIN010_00162
yhhQ: HAIN001_00928	HAIN002_00994	HAIN003_01545	HAIN004_01579	HAIN005_01403	HAIN006_00273	HAIN007_01052	HAIN008_01480	HAIN009_01528	HAIN010_00069
rpsE: HAIN001_00860	HAIN002_00926	HAIN003_01615	HAIN004_01508	HAIN005_01473	HAIN006_00344	HAIN007_00985	HAIN008_01559	HAIN009_01607	HAIN010_00479
group_1119: HAIN001_00713	HAIN002_00749	HAIN003_01780	HAIN004_01322	HAIN005_01589	HAIN006_00518	HAIN007_00838	HAIN008_01704	HAIN009_01831	HAIN010_00299
menF_1: HAIN001_00314	HAIN002_00378	HAIN003_00321	HAIN004_00848	HAIN005_00233	HAIN006_01000	HAIN007_00428	HAIN008_00299	HAIN009_00294	HAIN010_01798
napD: HAIN001_00371	HAIN002_00444	HAIN003_00251	HAIN004_00909	HAIN005_00294	HAIN006_00940	HAIN007_00484	HAIN008_00237	HAIN009_00229	HAIN010_00101
group_1243: HAIN001_01396	HAIN002_01555	HAIN003_01006	HAIN004_00238	HAIN005_00784	HAIN006_01507	HAIN007_01543	HAIN008_00956	HAIN009_00923	HAIN010_01162
rplD: HAIN001_00843	HAIN002_00909	HAIN003_01631	HAIN004_01491	HAIN005_01490	HAIN006_00361	HAIN007_00967	HAIN008_01576	HAIN009_01624	HAIN010_00463
yhjE_2: HAIN001_00311	HAIN002_00375	HAIN003_00324	HAIN004_00845	HAIN005_00230	HAIN006_01003	HAIN007_00425	HAIN008_00302	HAIN009_00297	HAIN010_01801
accD: HAIN001_01326	HAIN002_01770	HAIN003_00835	HAIN004_00330	HAIN005_00618	HAIN006_01343	HAIN007_01461	HAIN008_00792	HAIN009_00849	HAIN010_00960
rplA: HAIN001_00544	HAIN002_00611	HAIN003_00081	HAIN004_01167	HAIN005_01777	HAIN006_00700	HAIN007_00671	HAIN008_00070	HAIN009_00061	HAIN010_00346
group_3817: HAIN001_01246	HAIN002_01276	HAIN003_01235	HAIN004_01914	HAIN005_01077	HAIN006_01869	HAIN007_01381	HAIN008_01182	HAIN009_01229	HAIN010_01428
group_220: HAIN001_00359	HAIN002_00432	HAIN003_00269	HAIN004_00896	HAIN005_00276	HAIN006_00958	HAIN007_00472	HAIN008_00253	HAIN009_00241	HAIN010_00113
coaBC: HAIN001_01020	HAIN002_01082	HAIN003_01440	HAIN004_01679	HAIN005_01314	HAIN006_00175	HAIN007_01148	HAIN008_01378	HAIN009_01435	HAIN010_00588
aroE: HAIN001_00710	HAIN002_00746	HAIN003_01783	HAIN004_01319	HAIN005_01592	HAIN006_00521	HAIN007_00835	HAIN008_01707	HAIN009_01834	HAIN010_00296
tcdA: HAIN001_00130	HAIN002_00202	HAIN003_00550	HAIN004_00631	HAIN005_00406	HAIN006_01183	HAIN007_00187	HAIN008_00523	HAIN009_00473	HAIN010_01677
mutS2: HAIN001_01267	HAIN002_01297	HAIN003_01213	HAIN004_01938	HAIN005_01056	HAIN006_01848	HAIN007_01405	HAIN008_01160	HAIN009_01208	HAIN010_00901
hldD: HAIN001_01181	HAIN002_01214	HAIN003_01300	HAIN004_01844	HAIN005_01145	HAIN006_01938	HAIN007_01319	HAIN008_01244	HAIN009_01292	HAIN010_00778
group_3773: HAIN001_00733	HAIN002_00770	HAIN003_01744	HAIN004_01340	HAIN005_01680	HAIN006_00606	HAIN007_00857	HAIN008_01669	HAIN009_01812	HAIN010_00418
degS: HAIN001_01011	HAIN002_01073	HAIN003_01449	HAIN004_01669	HAIN005_01321	HAIN006_00184	HAIN007_01139	HAIN008_01387	HAIN009_01444	HAIN010_00581
nanA: HAIN001_00156	HAIN002_00226	HAIN003_00525	HAIN004_00659	HAIN005_01925	HAIN006_01158	HAIN007_00211	HAIN008_00500	HAIN009_00445	HAIN010_00829
maeB: HAIN001_01310	HAIN002_01784	HAIN003_00819	HAIN004_00347	HAIN005_00601	HAIN006_01328	HAIN007_01447	HAIN008_00778	HAIN009_00835	HAIN010_00945
hupA: HAIN001_00459	HAIN002_00529	HAIN003_00163	HAIN004_01076	HAIN005_01859	HAIN006_00784	HAIN007_00568	HAIN008_00153	HAIN009_00143	HAIN010_00048
rsgA: HAIN001_01788	HAIN002_01880	HAIN003_00719	HAIN004_00450	HAIN005_00439	HAIN006_01221	HAIN007_01947	HAIN008_00683	HAIN009_00744	HAIN010_01379
nqrC: HAIN001_00181	HAIN002_00250	HAIN003_00485	HAIN004_00684	HAIN005_01949	HAIN006_01134	HAIN007_00235	HAIN008_00476	HAIN009_00421	HAIN010_00805
iscX: HAIN001_00397	HAIN002_00470	HAIN003_00225	HAIN004_00937	HAIN005_00319	HAIN006_00915	HAIN007_00509	HAIN008_00212	HAIN009_00203	HAIN010_01713
proQ: HAIN001_01743	HAIN002_01829	HAIN003_00769	HAIN004_00402	HAIN005_00556	HAIN006_01281	HAIN007_01902	HAIN008_00732	HAIN009_00789	HAIN010_01325
nagK: HAIN001_00195	HAIN002_00264	HAIN003_00502	HAIN004_00699	HAIN005_01964	HAIN006_01120	HAIN007_00249	HAIN008_00462	HAIN009_00407	HAIN010_00863
secE: HAIN001_00771	HAIN002_00810	HAIN003_01711	HAIN004_01383	HAIN005_01649	HAIN006_00577	HAIN007_00899	HAIN008_01641	HAIN009_01772	HAIN010_00375
group_247: HAIN001_01248	HAIN002_01278	HAIN003_01233	HAIN004_01916	HAIN005_01075	HAIN006_01867	HAIN007_01383	HAIN008_01180	HAIN009_01227	HAIN010_01430
metR: HAIN001_01814	HAIN002_01902	HAIN003_00695	HAIN004_00473	HAIN005_00417	HAIN006_01195	HAIN007_01969	HAIN008_00664	HAIN009_00721	HAIN010_01403
trmB: HAIN001_00368	HAIN002_00441	HAIN003_00254	HAIN004_00906	HAIN005_00291	HAIN006_00943	HAIN007_00481	HAIN008_00240	HAIN009_00232	HAIN010_00104
group_1531: HAIN001_00497	HAIN002_00568	HAIN003_00124	HAIN004_01117	HAIN005_01822	HAIN006_00745	HAIN007_00627	HAIN008_00115	HAIN009_00104	HAIN010_00137
